Table S14. Metadata of lichen-associated genomes used to find signatures of Starship horizontal transfer amongst lichen symbionts.								
Genome ID	Accession ID	Species	Genus	Class	Lifestyle	Host	Assembly Release Date	WGS project accession
gyalolechia.gomerana.1	GCA_051942385.1	Gyalolechia_gomerana	Gyalolechia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVECC01
gyalolechia.marmorata.1	GCA_051941165.1	Gyalolechia_marmorata	Gyalolechia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBL01
gyalolechia.sp..1	GCA_051941825.1	Gyalolechia_sp.	Gyalolechia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBU01
gyalolechia.sp..2	GCA_051941865.1	Gyalolechia_sp.	Gyalolechia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBT01
gypsoplaca.macrophylla.1	GCA_964255185.1	Gypsoplaca_macrophylla	Gypsoplaca	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUTV01
haloplaca.sp..1	GCA_051942025.1	Haloplaca_sp.	Haloplaca	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBM01
haloplaca.sp..2	GCA_051941845.1	Haloplaca_sp.	Haloplaca	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBV01
heterodermia.albicans.1	GCA_964256065.1	Heterodermia_albicans	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZU01
heterodermia.echinata.1	GCA_964255435.1	Heterodermia_echinata	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWH01
heterodermia.hypoleuca.1	GCA_964254765.1	Heterodermia_hypoleuca	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVN01
heterodermia.langdoniana.1	GCA_964254605.1	Heterodermia_langdoniana	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVR01
heterodermia.neglecta.1	GCA_964257475.1	Heterodermia_neglecta	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFO01
heterodermia.obscurata.1	GCA_051941365.1	Heterodermia_obscurata	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBB01
heterodermia.sp..1	GCA_937857265.1	Heterodermia_sp.	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALHCU01
heterodermia.sp..2	GCA_937857845.1	Heterodermia_sp.	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALEEL01
heterodermia.sp..3	GCA_937858105.1	Heterodermia_sp.	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALHCR01
heterodermia.speciosa.1	GCA_964255885.1	Heterodermia_speciosa	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZH01
heterodermia.speciosa.2	GCA_905337345.1	Heterodermia_speciosa	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	3/26/21	CAJPDS01
heterodermia.speciosa.3	GCA_937857615.1	Heterodermia_speciosa	Heterodermia	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CAKZXC01
hypocenomyce.scalaris.1	GCA_964256115.1	Hypocenomyce_scalaris	Hypocenomyce	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAN01
hypocenomyce.scalaris.2	GCA_022814315.1	Hypocenomyce_scalaris	Hypocenomyce	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZC01
hypocenomyce.scalaris.3	GCA_964255775.1	Hypocenomyce_scalaris	Hypocenomyce	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYR01
hypogymnia.physodes.1	GCA_964254535.1	Hypogymnia_physodes	Hypogymnia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUK01
hypogymnia.vittata.1	GCA_964257435.1	Hypogymnia_vittata	Hypogymnia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFF01
hypotrachyna.appalachensis.1	GCA_964256775.1	Hypotrachyna_appalachensis	Hypotrachyna	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCY01
hypotrachyna.catawbiensis.1	GCA_964257295.1	Hypotrachyna_catawbiensis	Hypotrachyna	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFA01
hypotrachyna.lividescens.1	GCA_964255505.1	Hypotrachyna_lividescens	Hypotrachyna	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXH01
hypotrachyna.osseoalba.1	GCA_964256905.1	Hypotrachyna_osseoalba	Hypotrachyna	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVDA01
icmadophila.ericetorum.1	GCA_022814295.1	Icmadophila_ericetorum	Icmadophila	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZD01
icmadophila.ericetorum.2	GCA_937857975.1	Icmadophila_ericetorum	Icmadophila	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALFGM01
ikaeria.aurantiellina.1	GCA_051941805.1	Ikaeria_aurantiellina	Ikaeria	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBW01
imshaugia.aleurites.1	GCA_905337355.1	Imshaugia_aleurites	Imshaugia	Lecanoromycetes	Lichen-forming	N/A	3/25/21	CAJPDT01
imshaugia.aleurites.2	GCA_964255935.1	Imshaugia_aleurites	Imshaugia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZY01
imshaugia.aleurites.3	GCA_937858075.1	Imshaugia_aleurites	Imshaugia	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALCMY01
ionaspis.alba.1	GCA_964255285.1	Ionaspis_alba	Ionaspis	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUL01
ionaspis.lacustris.1	GCA_964257415.1	Ionaspis_lacustris	Ionaspis	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEU01
kaernefeltia.merrillii.1	GCA_964257335.1	Kaernefeltia_merrillii	Kaernefeltia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEG01
kuettlingeria.erythrocarpa.1	GCA_051941955.1	Kuettlingeria_erythrocarpa	Kuettlingeria	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBP01
lambiella.insularis.1	GCA_022814265.1	Lambiella_insularis	Lambiella	Lecanoromycetes	Lichen-forming	N/A	3/16/20	SAUG01
lasallia.papulosa.1	GCA_964254525.1	Lasallia_papulosa	Lasallia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVG01
lasallia.pustulata.1	GCA_008636195.1	Lasallia_pustulata	Lasallia	Lecanoromycetes	Lichen-forming	N/A	9/23/19	VXIT01
lasallia.pustulata.2	GCA_023184575.1	Lasallia_pustulata	Lasallia	Lecanoromycetes	Lichen-forming	N/A	4/29/22	JALILU01
lasallia.pustulata.3	GCA_053477765.1	Lasallia_pustulata	Lasallia	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORX01
lasallia.pustulata.4	GCA_053477785.1	Lasallia_pustulata	Lasallia	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORW01
lasallia.pustulata.5	GCA_900169345.1	Lasallia_pustulata	Lasallia	Lecanoromycetes	Lichen-forming	N/A	4/14/17	FWEW01
lasallia.pustulata.6	GCA_964255565.1	Lasallia_pustulata	Lasallia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXG01
lasallia.pustulata.7	GCA_000938525.1	Lasallia_pustulata	Lasallia	Lecanoromycetes	Lichen-forming	N/A	3/3/15	JYIL01
lecanora.albella.1	GCA_964254485.1	Lecanora_albella	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUR01
lecanora.atra.1	GCA_964256165.1	Lecanora_atra	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAF01
lecanora.helva.1	GCA_050886345.1	Lecanora_helva	Lecanora	Lecanoromycetes	Lichen-forming	N/A	6/11/25	JBKOTY01
lecanora.hybocarpa.1	GCA_964256265.1	Lecanora_hybocarpa	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAR01
lecanora.markjohnstonii.1	GCA_964254635.1	Lecanora_markjohnstonii	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXP01
lecanora.masana.1	GCA_964256795.1	Lecanora_masana	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCB01
lecanora.oreinoides.1	GCA_964255375.1	Lecanora_oreinoides	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVL01
lecanora.rugosella.1	GCA_964255525.1	Lecanora_rugosella	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXQ01
lecanora.strobilina.1	GCA_964254475.1	Lecanora_strobilina	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUN01
lecanora.subimmergens.1	GCA_964256505.1	Lecanora_subimmergens	Lecanora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBA01
lecanorales.sp..1	GCA_964254455.1	Lecanorales_sp.	Lecanorales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVZ01
lecanorales.sp..2	GCA_964254845.1	Lecanorales_sp.	Lecanorales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVI01
lecanorales.sp..3	GCA_964255655.1	Lecanorales_sp.	Lecanorales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYJ01
lecanorales.sp..4	GCA_964256805.1	Lecanorales_sp.	Lecanorales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCM01
lecanorales.sp..5	GCA_964255755.1	Lecanorales_sp.	Lecanorales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYL01
lecanorales.sp..6	GCA_964257705.1	Lecanorales_sp.	Lecanorales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFZ01
lecanoromycetes.sp..1	GCA_937858085.1	Lecanoromycetes_sp.	Lecanoromycetes_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALHCS01
lecanoromycetes.sp..2	GCA_964254985.1	Lecanoromycetes_sp.	Lecanoromycetes_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWR01
lecanoromycetes.sp..3	GCA_937857585.1	Lecanoromycetes_sp.	Lecanoromycetes_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALBWY01
lecanoromycetes.sp..4	GCA_964256955.1	Lecanoromycetes_sp.	Lecanoromycetes_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCS01
lecanoromycetes.sp..5	GCA_937857895.1	Lecanoromycetes_sp.	Lecanoromycetes_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALEEP01
lecanoromycetidae.sp..1	GCA_035521555.1	Lecanoromycetidae_sp.	Lecanoromycetidae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/10/24	JASZXT01
lecidea.sp..1	GCA_964254725.1	Lecidea_sp.	Lecidea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVV01
lecidea.tessellata.1	GCA_964256205.1	Lecidea_tessellata	Lecidea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAI01
lecidella.sp..1	GCA_964255055.1	Lecidella_sp.	Lecidella	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUV01
lepra.amara.1	GCA_964255245.1	Lepra_amara	Lepra	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXJ01
lepraria.finkii.1	GCA_042464665.1	Lepraria_finkii	Lepraria	Lecanoromycetes	Lichen-forming	N/A	9/30/24	JBHFEH01
lepraria.leprolomopsis.1	GCA_964254625.1	Lepraria_leprolomopsis	Lepraria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWK01
lepraria.neglecta.1	GCA_033220425.1	Lepraria_neglecta	Lepraria	Lecanoromycetes	Lichen-forming	N/A	11/3/23	JASNWA01
lepraria.oxybapha.1	GCA_964257485.1	Lepraria_oxybapha	Lepraria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFY01
lepraria.sp..1	GCA_937857285.1	Lepraria_sp.	Lepraria	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALCMZ01
leprocaulales.sp..1	GCA_964255695.1	Leprocaulales_sp.	Leprocaulales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYV01
leprocaulon.nicholsiae.1	GCA_964256825.1	Leprocaulon_nicholsiae	Leprocaulon	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVDB01
leptogium.austroamericanum.1	GCA_964255575.1	Leptogium_austroamericanum	Leptogium	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYE01
leptogium.austroamericanum.2	GCA_964255685.1	Leptogium_austroamericanum	Leptogium	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZK01
leptogium.chloromelum.1	GCA_964254935.1	Leptogium_chloromelum	Leptogium	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXI01
leptogium.corticola.1	GCA_964256315.1	Leptogium_corticola	Leptogium	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBD01
letharia.columbiana.1	GCA_014066305.1	Letharia_columbiana	Letharia	Lecanoromycetes	Lichen-forming	N/A	8/5/20	JACCJC01
letharia.lupina.1	GCA_014066315.1	Letharia_lupina	Letharia	Lecanoromycetes	Lichen-forming	N/A	8/6/20	JACCJB01
letharia.vulpina.1	GCA_964257005.1	Letharia_vulpina	Letharia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCQ01
letrouitia.sp..1	GCA_051942305.1	Letrouitia_sp.	Letrouitia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVECH01
letrouitia.subvulpina.1	GCA_052059055.1	Letrouitia_subvulpina	Letrouitia	Lecanoromycetes	Lichen-forming	N/A	8/15/25	JAVECI01
letrouitia.transgressa.1	GCA_023646045.1	Letrouitia_transgressa	Letrouitia	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIO01
letrouitia.transgressa.2	GCA_023645855.1	Letrouitia_transgressa	Letrouitia	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIG01
leucodecton.sp..1	GCA_964257275.1	Leucodecton_sp.	Leucodecton	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEL01
leucodermia.appalachiensis.1	GCA_964255645.1	Leucodermia_appalachiensis	Leucodermia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYC01
leucodermia.leucomelos.1	GCA_964257595.1	Leucodermia_leucomelos	Leucodermia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVGA01
lignoscripta.atroalba.1	GCA_022814235.1	Lignoscripta_atroalba	Lignoscripta	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZG01
lignoscripta.atroalba.2	GCA_964256495.1	Lignoscripta_atroalba	Lignoscripta	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAJ01
lobaria.immixta.1	GCA_022814215.1	Lobaria_immixta	Lobaria	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZH01
lobaria.pulmonaria.1	GCA_964257085.1	Lobaria_pulmonaria	Lobaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVDS01
loekoesia.sp..1	GCA_051941565.1	Loekoesia_sp.	Loekoesia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAQ01
loxospora.cismonica.1	GCA_964256565.1	Loxospora_cismonica	Loxospora	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAP01
loxospora.ochrophaea.1	GCA_022814175.1	Loxospora_ochrophaea	Loxospora	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZI01
massalongia.carnosa.1	GCA_965645245.1	Massalongia_carnosa	Massalongia	Lecanoromycetes	Lichen-forming	N/A	7/28/25	CBFFUZ01
melanelia.culbersonii.1	GCA_964255045.1	Melanelia_culbersonii	Melanelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVT01
melanohalea.halei.1	GCA_964256215.1	Melanohalea_halei	Melanohalea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAM01
micareopsis.irriguata.1	GCA_964256875.1	Micareopsis_irriguata	Micareopsis	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCO01
mobergia.calculiformis.1	GCA_964255985.1	Mobergia_calculiformis	Mobergia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZB01
mycoblastus.sanguinarius.1	GCA_022814195.1	Mycoblastus_sanguinarius	Mycoblastus	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZJ01
mycoblastus.sanguinarius.2	GCA_964256545.1	Mycoblastus_sanguinarius	Mycoblastus	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBO01
nadvornikia.sorediata.1	GCA_964256945.1	Nadvornikia_sorediata	Nadvornikia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVDI01
nephroma.helveticum.1	GCA_964254995.1	Nephroma_helveticum	Nephroma	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWS01
niebla.homalea.1	GCA_019925105.1	Niebla_homalea	Niebla	Lecanoromycetes	Lichen-forming	N/A	9/10/21	JAHGAU01
obscuroplaca.camptidia.1	GCA_964255815.1	Obscuroplaca_camptidia	Obscuroplaca	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYU01
ochrolechia.arborea.1	GCA_964255665.1	Ochrolechia_arborea	Ochrolechia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYB01
ochrolechia.trochophora.1	GCA_964257425.1	Ochrolechia_trochophora	Ochrolechia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEZ01
opeltia.flavorubescens.1	GCA_000442125.1	Opeltia_flavorubescens	Opeltia	Lecanoromycetes	Lichen-forming	N/A	7/30/13	AUPK01
oxnerella.safavidiorum.1	GCA_964257185.1	Oxnerella_safavidiorum	Oxnerella	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEV01
pannaria.tavaresii.1	GCA_964257215.1	Pannaria_tavaresii	Pannaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFB01
parmelia.sp..1	GCA_018257885.1	Parmelia_sp.	Parmelia	Lecanoromycetes	Lichen-forming	N/A	5/4/21	JAEUBB01
parmelia.squarrosa.1	GCA_964255235.1	Parmelia_squarrosa	Parmelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWY01
parmeliaceae.sp..1	GCA_937857515.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALHCY01
parmeliaceae.sp..10	GCA_937857575.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALCMX01
parmeliaceae.sp..11	GCA_937857215.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALHCV01
parmeliaceae.sp..12	GCA_937857935.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALEES01
parmeliaceae.sp..13	GCA_937854535.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALHDA01
parmeliaceae.sp..14	GCA_937857565.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALBEM01
parmeliaceae.sp..15	GCA_937832375.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALFGJ01
parmeliaceae.sp..16	GCA_937836395.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALEEH01
parmeliaceae.sp..17	GCA_964255415.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUI01
parmeliaceae.sp..18	GCA_964254515.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUTS01
parmeliaceae.sp..19	GCA_937840615.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALGBA01
parmeliaceae.sp..2	GCA_937836435.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALEEF01
parmeliaceae.sp..20	GCA_937822845.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALEED01
parmeliaceae.sp..21	GCA_937857985.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALFGL01
parmeliaceae.sp..22	GCA_937822555.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALGAY01
parmeliaceae.sp..23	GCA_937840635.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALGAZ01
parmeliaceae.sp..3	GCA_937858145.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALFGR01
parmeliaceae.sp..4	GCA_964257545.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVGG01
parmeliaceae.sp..5	GCA_937857945.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALFGK01
parmeliaceae.sp..6	GCA_937822895.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALGAX01
parmeliaceae.sp..7	GCA_937857925.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALEEN01
parmeliaceae.sp..8	GCA_964256295.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBE01
parmeliaceae.sp..9	GCA_937849145.1	Parmeliaceae_sp.	Parmeliaceae_sp.	Lecanoromycetes	Lichen-forming	N/A	1/12/23	CALGBD01
parmotrema.austrosinense.1	GCA_964256935.1	Parmotrema_austrosinense	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVDR01
parmotrema.cetratum.1	GCA_964257665.1	Parmotrema_cetratum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVGF01
parmotrema.diffractaicum.1	GCA_964255725.1	Parmotrema_diffractaicum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYQ01
parmotrema.hypotropum.1	GCA_964254755.1	Parmotrema_hypotropum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWD01
parmotrema.internexum.1	GCA_964255545.1	Parmotrema_internexum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXY01
parmotrema.mellissii.1	GCA_964255255.1	Parmotrema_mellissii	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXR01
parmotrema.neotropicum.1	GCA_964257615.1	Parmotrema_neotropicum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFT01
parmotrema.perlatum.1	GCA_964257535.1	Parmotrema_perlatum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFX01
parmotrema.rampoddense.1	GCA_964254915.1	Parmotrema_rampoddense	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWF01
parmotrema.reticulatum.1	GCA_964257175.1	Parmotrema_reticulatum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEN01
parmotrema.stuppeum.1	GCA_964255715.1	Parmotrema_stuppeum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYO01
parmotrema.submarginale.1	GCA_964257635.1	Parmotrema_submarginale	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFW01
parmotrema.tinctorum.1	GCA_964257305.1	Parmotrema_tinctorum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEX01
parmotrema.ultralucens.1	GCA_964257235.1	Parmotrema_ultralucens	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEO01
parmotrema.xanthinum.1	GCA_964256175.1	Parmotrema_xanthinum	Parmotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAD01
pectenia.cyanoloma.1	GCA_964254465.1	Pectenia_cyanoloma	Pectenia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUA01
pectenia.plumbea.1	GCA_964255295.1	Pectenia_plumbea	Pectenia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUB01
peltigera.aphthosa.1	GCA_964257115.1	Peltigera_aphthosa	Peltigera	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVES01
peltigera.dolichorrhiza.1	GCA_964257155.1	Peltigera_dolichorrhiza	Peltigera	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEE01
peltigera.evansiana.1	GCA_964256605.1	Peltigera_evansiana	Peltigera	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBZ01
peltigera.extenuata.1	GCA_964255975.1	Peltigera_extenuata	Peltigera	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZV01
peltigera.hydrothyria.1	GCA_964256015.1	Peltigera_hydrothyria	Peltigera	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAL01
peltigera.leucophlebia.1	GCA_022814155.1	Peltigera_leucophlebia	Peltigera	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZK01
peltigera.phyllidiosa.1	GCA_964256585.1	Peltigera_phyllidiosa	Peltigera	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCI01
pertusaria.andersoniae.1	GCA_964254805.1	Pertusaria_andersoniae	Pertusaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVW01
pertusaria.epixantha.1	GCA_964254645.1	Pertusaria_epixantha	Pertusaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVB01
pertusaria.obruta.1	GCA_964256965.1	Pertusaria_obruta	Pertusaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVDG01
pertusaria.ostiolata.1	GCA_964255625.1	Pertusaria_ostiolata	Pertusaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYD01
pertusaria.plittiana.1	GCA_964256485.1	Pertusaria_plittiana	Pertusaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBQ01
pertusaria.propinqua.1	GCA_964255355.1	Pertusaria_propinqua	Pertusaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVU01
pertusariales.sp..1	GCA_964254795.1	Pertusariales_sp.	Pertusariales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUP01
phaeophyscia.hispidula.1	GCA_964257555.1	Phaeophyscia_hispidula	Phaeophyscia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFI01
phaeophyscia.rubropulchra.1	GCA_964256345.1	Phaeophyscia_rubropulchra	Phaeophyscia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAW01
