Orthogroup	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_SAMEA111342678
OG0000648	XANCAGTX0491_002156-T1	XANPAOZ2100_008343-T1
OG0000649	XANCAGTX0491_004892-T1, XANCAGTX0491_002157-T1	XANPAOZ2100_008342-T1
OG0000650	XANCAGTX0491_002158-T1	XANPAOZ2100_008341-T1
OG0000651	XANCAGTX0491_002159-T2, XANCAGTX0491_002159-T1	XANPAOZ2100_008340-T1
OG0000652	XANCAGTX0491_002165-T1	XANPAOZ2100_008332-T1
OG0000653	XANCAGTX0491_002177-T1, XANCAGTX0491_008378-T1	XANPAOZ2100_008330-T1
OG0000654	XANCAGTX0491_002186-T1	XANPAOZ2100_002118-T1
OG0000655	XANCAGTX0491_002193-T2, XANCAGTX0491_002193-T1	XANPAOZ2100_008315-T1
OG0000656	XANCAGTX0491_002200-T1	XANPAOZ2100_008707-T1, XANPAOZ2100_008307-T1
OG0000657	XANCAGTX0491_002203-T2, XANCAGTX0491_002203-T1	XANPAOZ2100_008304-T1
OG0000658	XANCAGTX0491_002209-T1	XANPAOZ2100_008299-T1
OG0000659	XANCAGTX0491_002211-T1	XANPAOZ2100_008297-T1
OG0000660	XANCAGTX0491_002218-T1	XANPAOZ2100_008289-T1
OG0000661	XANCAGTX0491_002254-T2, XANCAGTX0491_002254-T1	XANPAOZ2100_008252-T1
OG0000662	XANCAGTX0491_002255-T1, XANCAGTX0491_002255-T2	XANPAOZ2100_008251-T1
OG0000663	XANCAGTX0491_002283-T2, XANCAGTX0491_002283-T1	XANPAOZ2100_008227-T1
OG0000664	XANCAGTX0491_002284-T1	XANPAOZ2100_008226-T1
OG0000665	XANCAGTX0491_002285-T1	XANPAOZ2100_008225-T1
OG0000666	XANCAGTX0491_002288-T1	XANPAOZ2100_008223-T1
OG0000667	XANCAGTX0491_002295-T1	XANPAOZ2100_008217-T1
OG0000668	XANCAGTX0491_002303-T1	XANPAOZ2100_008209-T1
OG0000669	XANCAGTX0491_002306-T1	XANPAOZ2100_008206-T1
OG0000670	XANCAGTX0491_002325-T1	XANPAOZ2100_008189-T1
OG0000671	XANCAGTX0491_002361-T2, XANCAGTX0491_002361-T1	XANPAOZ2100_008159-T1
OG0000672	XANCAGTX0491_002379-T2, XANCAGTX0491_002379-T1	XANPAOZ2100_008145-T1
OG0000673	XANCAGTX0491_002380-T2, XANCAGTX0491_002380-T1	XANPAOZ2100_008144-T1
OG0000674	XANCAGTX0491_002386-T1	XANPAOZ2100_008140-T1
OG0000675	XANCAGTX0491_002396-T1, XANCAGTX0491_002396-T2	XANPAOZ2100_008130-T1
OG0000676	XANCAGTX0491_002403-T1, XANCAGTX0491_002403-T2	XANPAOZ2100_008124-T1
OG0000677	XANCAGTX0491_002412-T1, XANCAGTX0491_009641-T1	XANPAOZ2100_008116-T1
OG0000678	XANCAGTX0491_002413-T1	XANPAOZ2100_008115-T1
OG0000679	XANCAGTX0491_002414-T1	XANPAOZ2100_008113-T1, XANPAOZ2100_008114-T1
OG0000680	XANCAGTX0491_002419-T1	XANPAOZ2100_008109-T1
OG0000681	XANCAGTX0491_002429-T1	XANPAOZ2100_008103-T1
OG0000682	XANCAGTX0491_002430-T1	XANPAOZ2100_008102-T1
OG0000683	XANCAGTX0491_002431-T1	XANPAOZ2100_008101-T1
OG0000684	XANCAGTX0491_002432-T1	XANPAOZ2100_008100-T1
OG0000685	XANCAGTX0491_002434-T1	XANPAOZ2100_008098-T1
OG0000686	XANCAGTX0491_002435-T1	XANPAOZ2100_008097-T1
OG0000687	XANCAGTX0491_002436-T1	XANPAOZ2100_008096-T1
OG0000688	XANCAGTX0491_002437-T1	XANPAOZ2100_008095-T1
OG0000689	XANCAGTX0491_002438-T1	XANPAOZ2100_008094-T1
OG0000690	XANCAGTX0491_002439-T1	XANPAOZ2100_008093-T1
OG0000691	XANCAGTX0491_002440-T1	XANPAOZ2100_008092-T1
OG0000692	XANCAGTX0491_002442-T1	XANPAOZ2100_008090-T1
OG0000693	XANCAGTX0491_002444-T1	XANPAOZ2100_008088-T1
OG0000694	XANCAGTX0491_002445-T1	XANPAOZ2100_008087-T1
OG0000695	XANCAGTX0491_002446-T1	XANPAOZ2100_008086-T1
OG0000696	XANCAGTX0491_002450-T1	XANPAOZ2100_008082-T1
OG0000697	XANCAGTX0491_002473-T1	XANPAOZ2100_008063-T1
OG0000698	XANCAGTX0491_002485-T1	XANPAOZ2100_001242-T1
OG0000699	XANCAGTX0491_002500-T1	XANPAOZ2100_001257-T1
OG0000700	XANCAGTX0491_002508-T1	XANPAOZ2100_001264-T1
OG0000701	XANCAGTX0491_002514-T1	XANPAOZ2100_008705-T1, XANPAOZ2100_001268-T1
OG0000702	XANCAGTX0491_002534-T1, XANCAGTX0491_004827-T1	XANPAOZ2100_001284-T1
OG0000703	XANCAGTX0491_002538-T1	XANPAOZ2100_001288-T1
OG0000704	XANCAGTX0491_002575-T1	XANPAOZ2100_001325-T1
OG0000705	XANCAGTX0491_002586-T1	XANPAOZ2100_001335-T1
OG0000706	XANCAGTX0491_002587-T1, XANCAGTX0491_002587-T2	XANPAOZ2100_001336-T1
OG0000707	XANCAGTX0491_002593-T2, XANCAGTX0491_002593-T1	XANPAOZ2100_001340-T1
OG0000708	XANCAGTX0491_002599-T2, XANCAGTX0491_002599-T1	XANPAOZ2100_001346-T1
OG0000709	XANCAGTX0491_002605-T1	XANPAOZ2100_007172-T1, XANPAOZ2100_001350-T1
OG0000710	XANCAGTX0491_002619-T1	XANPAOZ2100_001365-T1
OG0000711	XANCAGTX0491_002620-T2, XANCAGTX0491_002620-T1	XANPAOZ2100_001367-T1
OG0000712	XANCAGTX0491_002656-T1, XANCAGTX0491_002656-T2	XANPAOZ2100_001401-T1
OG0000713	XANCAGTX0491_002660-T2, XANCAGTX0491_002660-T1	XANPAOZ2100_001404-T1
OG0000714	XANCAGTX0491_002663-T1, XANCAGTX0491_002663-T2	XANPAOZ2100_001406-T1
OG0000715	XANCAGTX0491_002664-T1	XANPAOZ2100_001407-T1
OG0000716	XANCAGTX0491_002668-T1	XANPAOZ2100_001410-T1
OG0000717	XANCAGTX0491_002671-T1, XANCAGTX0491_002671-T2	XANPAOZ2100_001412-T1
OG0000718	XANCAGTX0491_002678-T1	XANPAOZ2100_001418-T1
OG0000719	XANCAGTX0491_002684-T2, XANCAGTX0491_002684-T1	XANPAOZ2100_001424-T1
OG0000720	XANCAGTX0491_002699-T1, XANCAGTX0491_008845-T1	XANPAOZ2100_008049-T1
OG0000721	XANCAGTX0491_002701-T1	XANPAOZ2100_001440-T1
OG0000722	XANCAGTX0491_002721-T1, XANCAGTX0491_008416-T1	XANPAOZ2100_001462-T1
OG0000723	XANCAGTX0491_002725-T1	XANPAOZ2100_001467-T1
OG0000724	XANCAGTX0491_002727-T2, XANCAGTX0491_002727-T1	XANPAOZ2100_001469-T1
OG0000725	XANCAGTX0491_008577-T1, XANCAGTX0491_002739-T1	XANPAOZ2100_005390-T1
OG0000726	XANCAGTX0491_002743-T1	XANPAOZ2100_001483-T1
OG0000727	XANCAGTX0491_007264-T1	XANPAOZ2100_006276-T1
OG0000728	XANCAGTX0491_006057-T1, XANCAGTX0491_002813-T1	XANPAOZ2100_001548-T1
OG0000729	XANCAGTX0491_007856-T1, XANCAGTX0491_002815-T1	XANPAOZ2100_007638-T1
OG0000730	XANCAGTX0491_002823-T1	XANPAOZ2100_001556-T1
OG0000731	XANCAGTX0491_002827-T2, XANCAGTX0491_002827-T1	XANPAOZ2100_001560-T1
OG0000732	XANCAGTX0491_002832-T1	XANPAOZ2100_001567-T1, XANPAOZ2100_001566-T1
OG0000733	XANCAGTX0491_002837-T1, XANCAGTX0491_002837-T2	XANPAOZ2100_001571-T1
OG0000734	XANCAGTX0491_002841-T1	XANPAOZ2100_001574-T1
OG0000735	XANCAGTX0491_002855-T1	XANPAOZ2100_001587-T1
OG0000736	XANCAGTX0491_002857-T1	XANPAOZ2100_001588-T1
OG0000737	XANCAGTX0491_002878-T1, XANCAGTX0491_002878-T2	XANPAOZ2100_001610-T1
OG0000738	XANCAGTX0491_002897-T2, XANCAGTX0491_002897-T1	XANPAOZ2100_001629-T1
OG0000739	XANCAGTX0491_002899-T1	XANPAOZ2100_001631-T1
OG0000740	XANCAGTX0491_002901-T1	XANPAOZ2100_001633-T1
OG0000741	XANCAGTX0491_002902-T1	XANPAOZ2100_001634-T1
OG0000742	XANCAGTX0491_002904-T1	XANPAOZ2100_001636-T1
OG0000743	XANCAGTX0491_002906-T1	XANPAOZ2100_001638-T1
OG0000744	XANCAGTX0491_002908-T1	XANPAOZ2100_001639-T1
OG0000745	XANCAGTX0491_002909-T1	XANPAOZ2100_001640-T1
OG0000746	XANCAGTX0491_002910-T1	XANPAOZ2100_001641-T1
OG0000747	XANCAGTX0491_002911-T1	XANPAOZ2100_001642-T1
OG0000748	XANCAGTX0491_002912-T1	XANPAOZ2100_001643-T1
OG0000749	XANCAGTX0491_002913-T1	XANPAOZ2100_001644-T1
OG0000750	XANCAGTX0491_002914-T1	XANPAOZ2100_001645-T1
OG0000751	XANCAGTX0491_002915-T1	XANPAOZ2100_001646-T1
OG0000752	XANCAGTX0491_002917-T1	XANPAOZ2100_001647-T1
OG0000753	XANCAGTX0491_002918-T1	XANPAOZ2100_001648-T1
OG0000754	XANCAGTX0491_002920-T1	XANPAOZ2100_001650-T1
OG0000755	XANCAGTX0491_002921-T1	XANPAOZ2100_001651-T1
OG0000756	XANCAGTX0491_002922-T1	XANPAOZ2100_001652-T1
OG0000757	XANCAGTX0491_002923-T1	XANPAOZ2100_001653-T1
OG0000758	XANCAGTX0491_002924-T1	XANPAOZ2100_001654-T1
OG0000759	XANCAGTX0491_002925-T1	XANPAOZ2100_001655-T1
OG0000760	XANCAGTX0491_002926-T1	XANPAOZ2100_001656-T1
OG0000761	XANCAGTX0491_002929-T1	XANPAOZ2100_001658-T1
OG0000762	XANCAGTX0491_002931-T1	XANPAOZ2100_001660-T1
OG0000763	XANCAGTX0491_002934-T1	XANPAOZ2100_001663-T1
OG0000764	XANCAGTX0491_002936-T1	XANPAOZ2100_001665-T1
OG0000765	XANCAGTX0491_002938-T1	XANPAOZ2100_001666-T1
OG0000766	XANCAGTX0491_002939-T1	XANPAOZ2100_001667-T1
OG0000767	XANCAGTX0491_002944-T1	XANPAOZ2100_001669-T1
OG0000768	XANCAGTX0491_002947-T1	XANPAOZ2100_001670-T1
OG0000769	XANCAGTX0491_002949-T1	XANPAOZ2100_001672-T1
OG0000770	XANCAGTX0491_002951-T1	XANPAOZ2100_001674-T1
OG0000771	XANCAGTX0491_002952-T1	XANPAOZ2100_001675-T1
OG0000772	XANCAGTX0491_002954-T1	XANPAOZ2100_001676-T1
OG0000773	XANCAGTX0491_002955-T1	XANPAOZ2100_001677-T1
OG0000774	XANCAGTX0491_002956-T1	XANPAOZ2100_001678-T1
OG0000775	XANCAGTX0491_002958-T1	XANPAOZ2100_001680-T1
OG0000776	XANCAGTX0491_002959-T1	XANPAOZ2100_001681-T1
OG0000777	XANCAGTX0491_002960-T1	XANPAOZ2100_001682-T1
OG0000778	XANCAGTX0491_002968-T1	XANPAOZ2100_001687-T1
OG0000779	XANCAGTX0491_002988-T1	XANPAOZ2100_001702-T1
OG0000780	XANCAGTX0491_003004-T1, XANCAGTX0491_003004-T2	XANPAOZ2100_001717-T1
OG0000781	XANCAGTX0491_003017-T2, XANCAGTX0491_003017-T1	XANPAOZ2100_001728-T1
OG0000782	XANCAGTX0491_003063-T1, XANCAGTX0491_004940-T1	XANPAOZ2100_001766-T1
OG0000783	XANCAGTX0491_003070-T2, XANCAGTX0491_003070-T1	XANPAOZ2100_001773-T1
OG0000784	XANCAGTX0491_003109-T1	XANPAOZ2100_001810-T1
OG0000785	XANCAGTX0491_003111-T1	XANPAOZ2100_001812-T1
OG0000786	XANCAGTX0491_003113-T1	XANPAOZ2100_001813-T1
OG0000787	XANCAGTX0491_003114-T1	XANPAOZ2100_001814-T1
OG0000788	XANCAGTX0491_003115-T1	XANPAOZ2100_001815-T1
OG0000789	XANCAGTX0491_003123-T1, XANCAGTX0491_003123-T2	XANPAOZ2100_001824-T1
OG0000790	XANCAGTX0491_003129-T1, XANCAGTX0491_003129-T2	XANPAOZ2100_001829-T1
OG0000791	XANCAGTX0491_003153-T2, XANCAGTX0491_003153-T1	XANPAOZ2100_001851-T1
OG0000792	XANCAGTX0491_003168-T1, XANCAGTX0491_003168-T2	XANPAOZ2100_001864-T1
OG0000793	XANCAGTX0491_003178-T1	XANPAOZ2100_001874-T1
OG0000794	XANCAGTX0491_003191-T1, XANCAGTX0491_003191-T2	XANPAOZ2100_001885-T1
OG0000795	XANCAGTX0491_003200-T1, XANCAGTX0491_003200-T2	XANPAOZ2100_001893-T1
OG0000796	XANCAGTX0491_003217-T1	XANPAOZ2100_001909-T1
OG0000797	XANCAGTX0491_003229-T1	XANPAOZ2100_001919-T1
OG0000798	XANCAGTX0491_003265-T1	XANPAOZ2100_001959-T1
OG0000799	XANCAGTX0491_003266-T1	XANPAOZ2100_001960-T1
OG0000800	XANCAGTX0491_003290-T1, XANCAGTX0491_003290-T2	XANPAOZ2100_001981-T1
OG0000801	XANCAGTX0491_003304-T1, XANCAGTX0491_003304-T2	XANPAOZ2100_001995-T1
OG0000803	XANCAGTX0491_003306-T1, XANCAGTX0491_003306-T2	XANPAOZ2100_001996-T1
OG0000804	XANCAGTX0491_004791-T1, XANCAGTX0491_003314-T1	XANPAOZ2100_002005-T1
OG0000805	XANCAGTX0491_003315-T1	XANPAOZ2100_002007-T1
OG0000806	XANCAGTX0491_003317-T1	XANPAOZ2100_002009-T1
OG0000807	XANCAGTX0491_003319-T1	XANPAOZ2100_002014-T1
OG0000808	XANCAGTX0491_003320-T1	XANPAOZ2100_002015-T1
OG0000809	XANCAGTX0491_003321-T1	XANPAOZ2100_002016-T1
OG0000810	XANCAGTX0491_003322-T1	XANPAOZ2100_002017-T1
OG0000811	XANCAGTX0491_003324-T1	XANPAOZ2100_002019-T1
OG0000812	XANCAGTX0491_003325-T1	XANPAOZ2100_002020-T1
OG0000813	XANCAGTX0491_003326-T1	XANPAOZ2100_002021-T1
OG0000815	XANCAGTX0491_003328-T1	XANPAOZ2100_002022-T1
OG0000816	XANCAGTX0491_003331-T1	XANPAOZ2100_002024-T1
OG0000817	XANCAGTX0491_003333-T1	XANPAOZ2100_002027-T1
OG0000818	XANCAGTX0491_003335-T1, XANCAGTX0491_005155-T2, XANCAGTX0491_005155-T1	XANPAOZ2100_005941-T1
OG0000819	XANCAGTX0491_007256-T1, XANCAGTX0491_003337-T1	XANPAOZ2100_002028-T1
OG0000820	XANCAGTX0491_003340-T1	XANPAOZ2100_002030-T1
OG0000821	XANCAGTX0491_003341-T1	XANPAOZ2100_002031-T1
OG0000822	XANCAGTX0491_003349-T1	XANPAOZ2100_002037-T1
OG0000823	XANCAGTX0491_003350-T1	XANPAOZ2100_002038-T1
OG0000824	XANCAGTX0491_003351-T1	XANPAOZ2100_002039-T1
OG0000825	XANCAGTX0491_003352-T1	XANPAOZ2100_002040-T1
OG0000826	XANCAGTX0491_003353-T1	XANPAOZ2100_002041-T1
OG0000828	XANCAGTX0491_003362-T1	XANPAOZ2100_002049-T1
OG0000829	XANCAGTX0491_003363-T1	XANPAOZ2100_002050-T1
OG0000830	XANCAGTX0491_003369-T1	XANPAOZ2100_002055-T1
OG0000832	XANCAGTX0491_003373-T1	XANPAOZ2100_002057-T1
OG0000833	XANCAGTX0491_003375-T1	XANPAOZ2100_002058-T1
OG0000834	XANCAGTX0491_003379-T1	XANPAOZ2100_002061-T1
OG0000835	XANCAGTX0491_003380-T1	XANPAOZ2100_002062-T1
OG0000836	XANCAGTX0491_003381-T1	XANPAOZ2100_002063-T1
OG0000837	XANCAGTX0491_003384-T1	XANPAOZ2100_002065-T1
OG0000838	XANCAGTX0491_003385-T1	XANPAOZ2100_002066-T1
OG0000839	XANCAGTX0491_003386-T1	XANPAOZ2100_002067-T1
OG0000840	XANCAGTX0491_003388-T1	XANPAOZ2100_002069-T1
OG0000841	XANCAGTX0491_003391-T1	XANPAOZ2100_002071-T1
OG0000842	XANCAGTX0491_003392-T1	XANPAOZ2100_002075-T1
OG0000843	XANCAGTX0491_003393-T1	XANPAOZ2100_002076-T1
OG0000844	XANCAGTX0491_003394-T1	XANPAOZ2100_002077-T1
OG0000845	XANCAGTX0491_003408-T1, XANCAGTX0491_004885-T1	XANPAOZ2100_002738-T1
OG0000846	XANCAGTX0491_003412-T1, XANCAGTX0491_007163-T1	XANPAOZ2100_002734-T1
OG0000847	XANCAGTX0491_003424-T1	XANPAOZ2100_002725-T1
OG0000848	XANCAGTX0491_003431-T1	XANPAOZ2100_002722-T1
OG0000849	XANCAGTX0491_003453-T1	XANPAOZ2100_002706-T1
OG0000850	XANCAGTX0491_003462-T1, XANCAGTX0491_003461-T1	XANPAOZ2100_002698-T1
OG0000851	XANCAGTX0491_003470-T1	XANPAOZ2100_002691-T1
OG0000852	XANCAGTX0491_003482-T1	XANPAOZ2100_002680-T1
OG0000853	XANCAGTX0491_003492-T2, XANCAGTX0491_003492-T1	XANPAOZ2100_002670-T1
OG0000854	XANCAGTX0491_003506-T1	XANPAOZ2100_002657-T1
OG0000855	XANCAGTX0491_003507-T2, XANCAGTX0491_003507-T1	XANPAOZ2100_002656-T1
OG0000856	XANCAGTX0491_003516-T2, XANCAGTX0491_003516-T1	XANPAOZ2100_002647-T1
OG0000857	XANCAGTX0491_003521-T1	XANPAOZ2100_002642-T1
OG0000858	XANCAGTX0491_003532-T1	XANPAOZ2100_002632-T1
OG0000859	XANCAGTX0491_003548-T1	XANPAOZ2100_002619-T1
OG0000860	XANCAGTX0491_003557-T1	XANPAOZ2100_002610-T1
OG0000861	XANCAGTX0491_003563-T1, XANCAGTX0491_003563-T2	XANPAOZ2100_002603-T1
OG0000862	XANCAGTX0491_003564-T2, XANCAGTX0491_003564-T1	XANPAOZ2100_002602-T1
OG0000863	XANCAGTX0491_003583-T1	XANPAOZ2100_002586-T1
OG0000864	XANCAGTX0491_003615-T1	XANPAOZ2100_002557-T1
OG0000865	XANCAGTX0491_003639-T1	XANPAOZ2100_002535-T1
OG0000866	XANCAGTX0491_003679-T1	XANPAOZ2100_002500-T1
OG0000867	XANCAGTX0491_003699-T1	XANPAOZ2100_002481-T1
OG0000868	XANCAGTX0491_003706-T1, XANCAGTX0491_003707-T1	XANPAOZ2100_002477-T1
OG0000869	XANCAGTX0491_003729-T1	XANPAOZ2100_002455-T1
OG0000870	XANCAGTX0491_003732-T1	XANPAOZ2100_002452-T1
OG0000871	XANCAGTX0491_003743-T1, XANCAGTX0491_003743-T2	XANPAOZ2100_002443-T1
OG0000872	XANCAGTX0491_003745-T1	XANPAOZ2100_002440-T1, XANPAOZ2100_002441-T1
OG0000873	XANCAGTX0491_003755-T1	XANPAOZ2100_002430-T1
OG0000874	XANCAGTX0491_009867-T1, XANCAGTX0491_003760-T1	XANPAOZ2100_002425-T1
OG0000875	XANCAGTX0491_003774-T2, XANCAGTX0491_003774-T1	XANPAOZ2100_002413-T1
OG0000876	XANCAGTX0491_003779-T1, XANCAGTX0491_003780-T1	XANPAOZ2100_002409-T1
OG0000877	XANCAGTX0491_003833-T1	XANPAOZ2100_002361-T1
OG0000878	XANCAGTX0491_003845-T1	XANPAOZ2100_002349-T1
OG0000879	XANCAGTX0491_003847-T1	XANPAOZ2100_002347-T1
OG0000880	XANCAGTX0491_003848-T1	XANPAOZ2100_002346-T1
OG0000881	XANCAGTX0491_007324-T1, XANCAGTX0491_003866-T1	XANPAOZ2100_002333-T1
OG0000882	XANCAGTX0491_003872-T1	XANPAOZ2100_002329-T1
OG0000883	XANCAGTX0491_003876-T1	XANPAOZ2100_002326-T1
OG0000884	XANCAGTX0491_003878-T1, XANCAGTX0491_008834-T1	XANPAOZ2100_002324-T1
OG0000885	XANCAGTX0491_004109-T1, XANCAGTX0491_003903-T1	XANPAOZ2100_002297-T1
OG0000886	XANCAGTX0491_003923-T1	XANPAOZ2100_002279-T1
OG0000887	XANCAGTX0491_003926-T1, XANCAGTX0491_003926-T2	XANPAOZ2100_002276-T1
OG0000888	XANCAGTX0491_003934-T1	XANPAOZ2100_002270-T1
OG0000889	XANCAGTX0491_003950-T1, XANCAGTX0491_003950-T2	XANPAOZ2100_002255-T1
OG0000890	XANCAGTX0491_003961-T1, XANCAGTX0491_003961-T2	XANPAOZ2100_002244-T1
OG0000891	XANCAGTX0491_003970-T1	XANPAOZ2100_002236-T1
OG0000892	XANCAGTX0491_003974-T1	XANPAOZ2100_002232-T1
OG0000893	XANCAGTX0491_004013-T1, XANCAGTX0491_004013-T2	XANPAOZ2100_002193-T1
OG0000894	XANCAGTX0491_004014-T1	XANPAOZ2100_002191-T1
OG0000895	XANCAGTX0491_004058-T1	XANPAOZ2100_002149-T1
OG0000896	XANCAGTX0491_004065-T1, XANCAGTX0491_004065-T2	XANPAOZ2100_002142-T1
OG0000897	XANCAGTX0491_004072-T1, XANCAGTX0491_004072-T2	XANPAOZ2100_002130-T1
OG0000898	XANCAGTX0491_004075-T1	XANPAOZ2100_002133-T1
OG0000899	XANCAGTX0491_004076-T1	XANPAOZ2100_002134-T1
OG0000900	XANCAGTX0491_004079-T1	XANPAOZ2100_002120-T1
OG0000901	XANCAGTX0491_004080-T1	XANPAOZ2100_003372-T1
OG0000902	XANCAGTX0491_004084-T1	XANPAOZ2100_002122-T1
OG0000903	XANCAGTX0491_005568-T1, XANCAGTX0491_004086-T1	XANPAOZ2100_005132-T1
OG0000904	XANCAGTX0491_004092-T1	XANPAOZ2100_002111-T1
OG0000905	XANCAGTX0491_004093-T2, XANCAGTX0491_004093-T1	XANPAOZ2100_002110-T1
OG0000906	XANCAGTX0491_004105-T1, XANCAGTX0491_007661-T1	XANPAOZ2100_006863-T1
OG0000907	XANCAGTX0491_009119-T1, XANCAGTX0491_004107-T1	XANPAOZ2100_007794-T1
OG0000908	XANCAGTX0491_004116-T1	XANPAOZ2100_007786-T1, XANPAOZ2100_002097-T1
OG0000909	XANCAGTX0491_004118-T2, XANCAGTX0491_004118-T1	XANPAOZ2100_002095-T1
OG0000910	XANCAGTX0491_004123-T1	XANPAOZ2100_002090-T1
OG0000911	XANCAGTX0491_004134-T1	XANPAOZ2100_002081-T1
OG0000912	XANCAGTX0491_008861-T1, XANCAGTX0491_004137-T1	XANPAOZ2100_008037-T1
OG0000913	XANCAGTX0491_004138-T1	XANPAOZ2100_004008-T1
OG0000914	XANCAGTX0491_004143-T1	XANPAOZ2100_004007-T1
OG0000915	XANCAGTX0491_004145-T1, XANCAGTX0491_006788-T1	XANPAOZ2100_004002-T1
OG0000916	XANCAGTX0491_004146-T1, XANCAGTX0491_006791-T1	XANPAOZ2100_004001-T1
OG0000917	XANCAGTX0491_004190-T1	XANPAOZ2100_003950-T1
OG0000918	XANCAGTX0491_004191-T1	XANPAOZ2100_003949-T1
OG0000919	XANCAGTX0491_004192-T1	XANPAOZ2100_003948-T1
OG0000920	XANCAGTX0491_004193-T1	XANPAOZ2100_003947-T1
OG0000921	XANCAGTX0491_004194-T1	XANPAOZ2100_003946-T1
OG0000922	XANCAGTX0491_004196-T1	XANPAOZ2100_003943-T1
OG0000923	XANCAGTX0491_004197-T1	XANPAOZ2100_003942-T1
OG0000924	XANCAGTX0491_004207-T2, XANCAGTX0491_004207-T1	XANPAOZ2100_003929-T1
OG0000925	XANCAGTX0491_004216-T1	XANPAOZ2100_003920-T1
OG0000927	XANCAGTX0491_004270-T1	XANPAOZ2100_003871-T1
OG0000928	XANCAGTX0491_004278-T1	XANPAOZ2100_003865-T1
OG0000929	XANCAGTX0491_004281-T1	XANPAOZ2100_003863-T1
OG0000930	XANCAGTX0491_004299-T1	XANPAOZ2100_003848-T1
OG0000931	XANCAGTX0491_004310-T1	XANPAOZ2100_003838-T1
OG0000932	XANCAGTX0491_004313-T1	XANPAOZ2100_003836-T1
OG0000933	XANCAGTX0491_005552-T1, XANCAGTX0491_004318-T1	XANPAOZ2100_003831-T1
OG0000934	XANCAGTX0491_004321-T2, XANCAGTX0491_004321-T1	XANPAOZ2100_003828-T1
OG0000935	XANCAGTX0491_004326-T2, XANCAGTX0491_004326-T1	XANPAOZ2100_003823-T1
OG0000936	XANCAGTX0491_004368-T1	XANPAOZ2100_003788-T1
OG0000937	XANCAGTX0491_004386-T1	XANPAOZ2100_003771-T1
OG0000938	XANCAGTX0491_004395-T1	XANPAOZ2100_003762-T1
OG0000939	XANCAGTX0491_004401-T1	XANPAOZ2100_003757-T1
OG0000940	XANCAGTX0491_004408-T1, XANCAGTX0491_004970-T1	XANPAOZ2100_003750-T1
OG0000941	XANCAGTX0491_004434-T2, XANCAGTX0491_004434-T1	XANPAOZ2100_003727-T1
OG0000942	XANCAGTX0491_004437-T1, XANCAGTX0491_004437-T2	XANPAOZ2100_003724-T1
OG0000943	XANCAGTX0491_004454-T1, XANCAGTX0491_004454-T2	XANPAOZ2100_003708-T1
OG0000944	XANCAGTX0491_004464-T2, XANCAGTX0491_004464-T1	XANPAOZ2100_003698-T1
OG0000945	XANCAGTX0491_004491-T1	XANPAOZ2100_003675-T1
OG0000946	XANCAGTX0491_004505-T1	XANPAOZ2100_003659-T1
OG0000947	XANCAGTX0491_004506-T1	XANPAOZ2100_003658-T1
OG0000948	XANCAGTX0491_004539-T2, XANCAGTX0491_004539-T1	XANPAOZ2100_003628-T1
OG0000949	XANCAGTX0491_004541-T1, XANCAGTX0491_004541-T2	XANPAOZ2100_003626-T1
OG0000950	XANCAGTX0491_004574-T1, XANCAGTX0491_004574-T2	XANPAOZ2100_003595-T1
OG0000951	XANCAGTX0491_009588-T1, XANCAGTX0491_004587-T1	XANPAOZ2100_003582-T1
OG0000952	XANCAGTX0491_004653-T1	XANPAOZ2100_003524-T1
OG0000953	XANCAGTX0491_004658-T1	XANPAOZ2100_003518-T1
OG0000954	XANCAGTX0491_004669-T2, XANCAGTX0491_004669-T1	XANPAOZ2100_003508-T1
OG0000955	XANCAGTX0491_004672-T1, XANCAGTX0491_004672-T2	XANPAOZ2100_003506-T1
OG0000956	XANCAGTX0491_004699-T1	XANPAOZ2100_003482-T1
OG0000957	XANCAGTX0491_004721-T1, XANCAGTX0491_004721-T2	XANPAOZ2100_003468-T1
OG0000959	XANCAGTX0491_004727-T1	XANPAOZ2100_005314-T1, XANPAOZ2100_003463-T1
OG0000960	XANCAGTX0491_004750-T1	XANPAOZ2100_003442-T1
OG0000961	XANCAGTX0491_004756-T1	XANPAOZ2100_003435-T1
OG0000962	XANCAGTX0491_004763-T1, XANCAGTX0491_004762-T1	XANPAOZ2100_003430-T1
OG0000963	XANCAGTX0491_004774-T1	XANPAOZ2100_003420-T1
OG0000964	XANCAGTX0491_004838-T1	XANPAOZ2100_005671-T1
OG0000965	XANCAGTX0491_008379-T1, XANCAGTX0491_004887-T1	XANPAOZ2100_005716-T1
OG0000966	XANCAGTX0491_004899-T1	XANPAOZ2100_005727-T1, XANPAOZ2100_005726-T1
OG0000967	XANCAGTX0491_004904-T1	XANPAOZ2100_005732-T1
OG0000968	XANCAGTX0491_004911-T1	XANPAOZ2100_005737-T1
OG0000969	XANCAGTX0491_004912-T1	XANPAOZ2100_005738-T1
OG0000970	XANCAGTX0491_007042-T1, XANCAGTX0491_004936-T1	XANPAOZ2100_006473-T1
OG0000971	XANCAGTX0491_004943-T1	XANPAOZ2100_005750-T1
OG0000972	XANCAGTX0491_004945-T1	XANPAOZ2100_005752-T1
OG0000973	XANCAGTX0491_004956-T1	XANPAOZ2100_005764-T1
OG0000974	XANCAGTX0491_004987-T1	XANPAOZ2100_005788-T1
