Orthogroup	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_SAMEA111342678
OG0005929	XANCAGTX0491_007272-T1	XANPAOZ2100_006271-T1
OG0005930	XANCAGTX0491_007275-T1	XANPAOZ2100_006269-T1
OG0005931	XANCAGTX0491_007277-T1	XANPAOZ2100_006267-T1
OG0005932	XANCAGTX0491_007278-T1	XANPAOZ2100_006266-T1
OG0005933	XANCAGTX0491_007279-T1	XANPAOZ2100_006265-T1
OG0005934	XANCAGTX0491_007280-T1	XANPAOZ2100_006264-T1
OG0005935	XANCAGTX0491_007281-T1	XANPAOZ2100_006263-T1
OG0005936	XANCAGTX0491_007282-T1	XANPAOZ2100_006262-T1
OG0005937	XANCAGTX0491_007284-T1	XANPAOZ2100_006259-T1
OG0005938	XANCAGTX0491_007286-T1	XANPAOZ2100_006258-T1
OG0005939	XANCAGTX0491_007288-T1	XANPAOZ2100_006256-T1
OG0005940	XANCAGTX0491_007289-T1	XANPAOZ2100_006255-T1
OG0005941	XANCAGTX0491_007290-T1	XANPAOZ2100_006254-T1
OG0005942	XANCAGTX0491_007291-T1	XANPAOZ2100_006253-T1
OG0005943	XANCAGTX0491_007292-T1	XANPAOZ2100_006252-T1
OG0005944	XANCAGTX0491_007293-T1	XANPAOZ2100_006251-T1
OG0005945	XANCAGTX0491_007294-T1	XANPAOZ2100_006250-T1
OG0005946	XANCAGTX0491_007295-T1	XANPAOZ2100_006249-T1
OG0005947	XANCAGTX0491_007297-T1	XANPAOZ2100_006248-T1
OG0005948	XANCAGTX0491_007298-T1	XANPAOZ2100_006247-T1
OG0005949	XANCAGTX0491_007299-T1	XANPAOZ2100_006246-T1
OG0005950	XANCAGTX0491_007300-T1	XANPAOZ2100_006245-T1
OG0005951	XANCAGTX0491_007301-T1	XANPAOZ2100_006244-T1
OG0005952	XANCAGTX0491_007302-T1	XANPAOZ2100_006243-T1
OG0005953	XANCAGTX0491_007303-T1	XANPAOZ2100_006242-T1
OG0005954	XANCAGTX0491_007304-T1	XANPAOZ2100_006241-T1
OG0005955	XANCAGTX0491_007305-T1	XANPAOZ2100_006240-T1
OG0005956	XANCAGTX0491_007306-T1	XANPAOZ2100_006239-T1
OG0005957	XANCAGTX0491_007307-T1	XANPAOZ2100_006238-T1
OG0005958	XANCAGTX0491_007308-T1	XANPAOZ2100_006237-T1
OG0005959	XANCAGTX0491_007309-T1	XANPAOZ2100_006236-T1
OG0005960	XANCAGTX0491_007310-T1	XANPAOZ2100_006235-T1
OG0005961	XANCAGTX0491_007311-T1	XANPAOZ2100_006234-T1
OG0005962	XANCAGTX0491_007312-T1	XANPAOZ2100_006233-T1
OG0005963	XANCAGTX0491_007313-T1	XANPAOZ2100_006232-T1
OG0005964	XANCAGTX0491_007314-T1	XANPAOZ2100_006231-T1
OG0005965	XANCAGTX0491_007315-T1	XANPAOZ2100_006230-T1
OG0005966	XANCAGTX0491_007316-T1	XANPAOZ2100_006229-T1
OG0005967	XANCAGTX0491_007326-T1	XANPAOZ2100_006226-T1
OG0005968	XANCAGTX0491_007328-T1	XANPAOZ2100_006224-T1
OG0005969	XANCAGTX0491_007336-T1	XANPAOZ2100_006218-T1
OG0005970	XANCAGTX0491_007337-T1	XANPAOZ2100_006217-T1
OG0005971	XANCAGTX0491_007339-T1	XANPAOZ2100_006215-T1
OG0005972	XANCAGTX0491_007340-T1	XANPAOZ2100_006214-T1
OG0005973	XANCAGTX0491_007342-T1	XANPAOZ2100_006213-T1
OG0005974	XANCAGTX0491_007343-T1	XANPAOZ2100_006212-T1
OG0005975	XANCAGTX0491_007344-T1	XANPAOZ2100_006211-T1
OG0005976	XANCAGTX0491_007345-T1	XANPAOZ2100_006210-T1
OG0005977	XANCAGTX0491_007346-T1	XANPAOZ2100_006209-T1
OG0005978	XANCAGTX0491_007347-T1	XANPAOZ2100_006208-T1
OG0005979	XANCAGTX0491_007348-T1	XANPAOZ2100_006207-T1
OG0005980	XANCAGTX0491_007349-T1	XANPAOZ2100_006206-T1
OG0005981	XANCAGTX0491_007357-T1	XANPAOZ2100_007156-T1
OG0005982	XANCAGTX0491_007358-T1	XANPAOZ2100_007155-T1
OG0005983	XANCAGTX0491_007359-T1	XANPAOZ2100_007154-T1
OG0005984	XANCAGTX0491_007360-T1	XANPAOZ2100_007153-T1
OG0005985	XANCAGTX0491_007362-T1	XANPAOZ2100_007151-T1
OG0005986	XANCAGTX0491_007363-T1	XANPAOZ2100_007150-T1
OG0005987	XANCAGTX0491_007364-T1	XANPAOZ2100_007149-T1
OG0005988	XANCAGTX0491_007366-T1	XANPAOZ2100_007145-T1
OG0005989	XANCAGTX0491_007367-T1	XANPAOZ2100_007143-T1
OG0005990	XANCAGTX0491_007368-T1	XANPAOZ2100_007142-T1
OG0005991	XANCAGTX0491_007370-T1	XANPAOZ2100_007140-T1
OG0005992	XANCAGTX0491_007371-T1	XANPAOZ2100_007139-T1
OG0005993	XANCAGTX0491_007372-T1	XANPAOZ2100_007138-T1
OG0005994	XANCAGTX0491_007373-T1	XANPAOZ2100_007137-T1
OG0005995	XANCAGTX0491_007374-T1	XANPAOZ2100_007136-T1
OG0005996	XANCAGTX0491_007375-T1	XANPAOZ2100_007135-T1
OG0005997	XANCAGTX0491_007376-T1	XANPAOZ2100_007134-T1
OG0005998	XANCAGTX0491_007378-T1	XANPAOZ2100_007133-T1
OG0005999	XANCAGTX0491_007379-T1	XANPAOZ2100_007132-T1
OG0006000	XANCAGTX0491_007380-T1	XANPAOZ2100_007131-T1
OG0006001	XANCAGTX0491_007382-T1	XANPAOZ2100_007129-T1
OG0006002	XANCAGTX0491_007384-T1	XANPAOZ2100_007127-T1
OG0006003	XANCAGTX0491_007385-T1	XANPAOZ2100_007126-T1
OG0006004	XANCAGTX0491_007386-T1	XANPAOZ2100_007125-T1
OG0006005	XANCAGTX0491_007387-T1	XANPAOZ2100_007124-T1
OG0006006	XANCAGTX0491_007388-T1	XANPAOZ2100_007123-T1
OG0006007	XANCAGTX0491_007389-T1	XANPAOZ2100_007122-T1
OG0006008	XANCAGTX0491_007391-T1	XANPAOZ2100_007121-T1
OG0006009	XANCAGTX0491_007392-T1	XANPAOZ2100_007120-T1
OG0006010	XANCAGTX0491_007393-T1	XANPAOZ2100_007119-T1
OG0006011	XANCAGTX0491_007394-T1	XANPAOZ2100_007118-T1
OG0006012	XANCAGTX0491_007395-T1	XANPAOZ2100_007117-T1
OG0006013	XANCAGTX0491_007396-T1	XANPAOZ2100_007116-T1
OG0006014	XANCAGTX0491_007397-T1	XANPAOZ2100_007115-T1
OG0006015	XANCAGTX0491_007398-T1	XANPAOZ2100_007114-T1
OG0006016	XANCAGTX0491_007399-T1	XANPAOZ2100_007113-T1
OG0006017	XANCAGTX0491_007400-T1	XANPAOZ2100_007112-T1
OG0006018	XANCAGTX0491_007401-T1	XANPAOZ2100_007111-T1
OG0006019	XANCAGTX0491_007402-T1	XANPAOZ2100_007110-T1
OG0006020	XANCAGTX0491_007403-T1	XANPAOZ2100_007109-T1
OG0006021	XANCAGTX0491_007405-T1	XANPAOZ2100_007107-T1
OG0006022	XANCAGTX0491_007407-T1	XANPAOZ2100_007105-T1
OG0006023	XANCAGTX0491_007409-T1	XANPAOZ2100_007103-T1
OG0006024	XANCAGTX0491_007411-T1	XANPAOZ2100_007102-T1
OG0006025	XANCAGTX0491_007413-T1	XANPAOZ2100_007101-T1
OG0006026	XANCAGTX0491_007414-T1	XANPAOZ2100_007100-T1
OG0006027	XANCAGTX0491_007417-T1	XANPAOZ2100_007097-T1
OG0006028	XANCAGTX0491_007418-T1	XANPAOZ2100_007096-T1
OG0006029	XANCAGTX0491_007419-T1	XANPAOZ2100_007095-T1
OG0006030	XANCAGTX0491_007423-T1	XANPAOZ2100_007093-T1
OG0006031	XANCAGTX0491_007425-T1	XANPAOZ2100_007091-T1
OG0006032	XANCAGTX0491_007426-T1	XANPAOZ2100_007090-T1
OG0006033	XANCAGTX0491_007429-T1	XANPAOZ2100_007089-T1
OG0006034	XANCAGTX0491_007432-T1	XANPAOZ2100_007085-T1
OG0006035	XANCAGTX0491_007434-T1	XANPAOZ2100_007081-T1
OG0006036	XANCAGTX0491_007435-T1	XANPAOZ2100_007080-T1
OG0006037	XANCAGTX0491_007437-T1	XANPAOZ2100_007078-T1
OG0006038	XANCAGTX0491_007438-T1	XANPAOZ2100_007077-T1
OG0006039	XANCAGTX0491_007439-T1	XANPAOZ2100_007076-T1
OG0006040	XANCAGTX0491_007440-T1	XANPAOZ2100_007075-T1
OG0006041	XANCAGTX0491_007442-T1	XANPAOZ2100_007073-T1
OG0006042	XANCAGTX0491_007443-T1	XANPAOZ2100_007072-T1
OG0006043	XANCAGTX0491_007445-T1	XANPAOZ2100_007070-T1
OG0006044	XANCAGTX0491_007446-T1	XANPAOZ2100_007069-T1
OG0006045	XANCAGTX0491_007447-T1	XANPAOZ2100_007068-T1
OG0006046	XANCAGTX0491_007448-T1	XANPAOZ2100_007067-T1
OG0006047	XANCAGTX0491_007449-T1	XANPAOZ2100_007066-T1
OG0006048	XANCAGTX0491_007450-T1	XANPAOZ2100_007064-T1
OG0006049	XANCAGTX0491_007451-T1	XANPAOZ2100_007063-T1
OG0006050	XANCAGTX0491_007452-T1	XANPAOZ2100_007062-T1
OG0006051	XANCAGTX0491_007453-T1	XANPAOZ2100_007061-T1
OG0006052	XANCAGTX0491_007454-T1	XANPAOZ2100_007060-T1
OG0006053	XANCAGTX0491_007455-T1	XANPAOZ2100_007059-T1
OG0006054	XANCAGTX0491_007457-T1	XANPAOZ2100_007057-T1
OG0006055	XANCAGTX0491_007458-T1	XANPAOZ2100_007056-T1
OG0006056	XANCAGTX0491_007459-T1	XANPAOZ2100_007054-T1
OG0006057	XANCAGTX0491_007461-T1	XANPAOZ2100_007052-T1
OG0006058	XANCAGTX0491_007462-T1	XANPAOZ2100_007051-T1
OG0006059	XANCAGTX0491_007464-T1	XANPAOZ2100_007050-T1
OG0006060	XANCAGTX0491_007465-T1	XANPAOZ2100_007049-T1
OG0006061	XANCAGTX0491_007467-T1	XANPAOZ2100_007047-T1
OG0006062	XANCAGTX0491_007468-T1	XANPAOZ2100_007046-T1
OG0006063	XANCAGTX0491_007469-T1	XANPAOZ2100_007045-T1
OG0006064	XANCAGTX0491_007470-T1	XANPAOZ2100_007044-T1
OG0006065	XANCAGTX0491_007471-T1	XANPAOZ2100_007043-T1
OG0006066	XANCAGTX0491_007474-T1	XANPAOZ2100_007040-T1
OG0006067	XANCAGTX0491_007475-T1	XANPAOZ2100_007039-T1
OG0006068	XANCAGTX0491_007476-T1	XANPAOZ2100_007038-T1
OG0006069	XANCAGTX0491_007477-T1	XANPAOZ2100_007037-T1
OG0006070	XANCAGTX0491_007478-T1	XANPAOZ2100_007036-T1
OG0006071	XANCAGTX0491_007479-T1	XANPAOZ2100_007035-T1
OG0006072	XANCAGTX0491_007483-T1	XANPAOZ2100_007033-T1
OG0006073	XANCAGTX0491_007484-T1	XANPAOZ2100_007032-T1
OG0006074	XANCAGTX0491_007485-T1	XANPAOZ2100_007031-T1
OG0006075	XANCAGTX0491_007487-T1	XANPAOZ2100_007029-T1
OG0006076	XANCAGTX0491_007488-T1	XANPAOZ2100_007028-T1
OG0006077	XANCAGTX0491_007489-T1	XANPAOZ2100_007027-T1
OG0006078	XANCAGTX0491_007490-T1	XANPAOZ2100_007026-T1
OG0006079	XANCAGTX0491_007492-T1	XANPAOZ2100_007024-T1
OG0006080	XANCAGTX0491_007493-T1	XANPAOZ2100_007023-T1
OG0006081	XANCAGTX0491_007494-T1	XANPAOZ2100_007022-T1
OG0006082	XANCAGTX0491_007496-T1	XANPAOZ2100_007020-T1
OG0006083	XANCAGTX0491_007497-T1	XANPAOZ2100_007019-T1
OG0006084	XANCAGTX0491_007498-T1	XANPAOZ2100_007018-T1
OG0006085	XANCAGTX0491_007499-T1	XANPAOZ2100_007017-T1
OG0006086	XANCAGTX0491_007501-T1	XANPAOZ2100_007016-T1
OG0006087	XANCAGTX0491_007503-T1	XANPAOZ2100_007015-T1
OG0006088	XANCAGTX0491_007504-T1	XANPAOZ2100_007014-T1
OG0006089	XANCAGTX0491_007505-T1	XANPAOZ2100_007013-T1
OG0006090	XANCAGTX0491_007506-T1	XANPAOZ2100_007012-T1
OG0006091	XANCAGTX0491_007507-T1	XANPAOZ2100_007011-T1
OG0006092	XANCAGTX0491_007512-T1	XANPAOZ2100_007006-T1
OG0006093	XANCAGTX0491_007513-T1	XANPAOZ2100_007005-T1
OG0006094	XANCAGTX0491_007514-T1	XANPAOZ2100_007004-T1
OG0006095	XANCAGTX0491_007516-T1	XANPAOZ2100_007002-T1
OG0006096	XANCAGTX0491_007517-T1	XANPAOZ2100_007001-T1
OG0006097	XANCAGTX0491_007518-T1	XANPAOZ2100_007000-T1
OG0006098	XANCAGTX0491_007519-T1	XANPAOZ2100_006999-T1
OG0006099	XANCAGTX0491_007520-T1	XANPAOZ2100_006998-T1
OG0006100	XANCAGTX0491_007522-T1	XANPAOZ2100_006997-T1
OG0006101	XANCAGTX0491_007523-T1	XANPAOZ2100_006996-T1
OG0006102	XANCAGTX0491_007525-T1	XANPAOZ2100_006994-T1
OG0006103	XANCAGTX0491_007526-T1	XANPAOZ2100_006993-T1
OG0006104	XANCAGTX0491_007527-T1	XANPAOZ2100_006992-T1
OG0006105	XANCAGTX0491_007528-T1	XANPAOZ2100_006991-T1
OG0006106	XANCAGTX0491_007529-T1	XANPAOZ2100_006990-T1
OG0006107	XANCAGTX0491_007531-T1	XANPAOZ2100_006988-T1
OG0006108	XANCAGTX0491_007532-T1	XANPAOZ2100_006987-T1
OG0006109	XANCAGTX0491_007533-T1	XANPAOZ2100_006986-T1
OG0006110	XANCAGTX0491_007534-T1	XANPAOZ2100_006985-T1
OG0006111	XANCAGTX0491_007535-T1	XANPAOZ2100_006984-T1
OG0006112	XANCAGTX0491_007536-T1	XANPAOZ2100_006983-T1
OG0006113	XANCAGTX0491_007537-T1	XANPAOZ2100_006982-T1
OG0006114	XANCAGTX0491_007538-T1	XANPAOZ2100_006981-T1
OG0006115	XANCAGTX0491_007539-T1	XANPAOZ2100_006980-T1
OG0006116	XANCAGTX0491_007542-T1	XANPAOZ2100_006978-T1
OG0006117	XANCAGTX0491_007543-T1	XANPAOZ2100_006977-T1
OG0006118	XANCAGTX0491_007544-T1	XANPAOZ2100_006976-T1
OG0006119	XANCAGTX0491_007545-T1	XANPAOZ2100_006975-T1
OG0006120	XANCAGTX0491_007546-T1	XANPAOZ2100_006972-T1
OG0006121	XANCAGTX0491_007547-T1	XANPAOZ2100_006971-T1
OG0006122	XANCAGTX0491_007548-T1	XANPAOZ2100_006970-T1
OG0006123	XANCAGTX0491_007550-T1	XANPAOZ2100_006969-T1
OG0006124	XANCAGTX0491_007551-T1	XANPAOZ2100_006968-T1
OG0006125	XANCAGTX0491_007552-T1	XANPAOZ2100_006967-T1
OG0006126	XANCAGTX0491_007554-T1	XANPAOZ2100_006966-T1
OG0006127	XANCAGTX0491_007556-T1	XANPAOZ2100_006964-T1
OG0006128	XANCAGTX0491_007558-T1	XANPAOZ2100_006962-T1
OG0006129	XANCAGTX0491_007559-T1	XANPAOZ2100_006961-T1
OG0006130	XANCAGTX0491_007561-T1	XANPAOZ2100_006960-T1
OG0006131	XANCAGTX0491_007562-T1	XANPAOZ2100_006959-T1
OG0006132	XANCAGTX0491_007565-T1	XANPAOZ2100_006957-T1
OG0006133	XANCAGTX0491_007566-T1	XANPAOZ2100_006956-T1
OG0006134	XANCAGTX0491_007567-T1	XANPAOZ2100_006955-T1
OG0006135	XANCAGTX0491_007568-T1	XANPAOZ2100_006954-T1
OG0006136	XANCAGTX0491_007569-T1	XANPAOZ2100_006953-T1
OG0006137	XANCAGTX0491_007570-T1	XANPAOZ2100_006952-T1
OG0006138	XANCAGTX0491_007571-T1	XANPAOZ2100_006951-T1
OG0006139	XANCAGTX0491_007572-T1	XANPAOZ2100_006950-T1
OG0006140	XANCAGTX0491_007573-T1	XANPAOZ2100_006949-T1
OG0006141	XANCAGTX0491_007574-T1	XANPAOZ2100_006948-T1
OG0006142	XANCAGTX0491_007575-T1	XANPAOZ2100_006947-T1
OG0006143	XANCAGTX0491_007576-T1	XANPAOZ2100_006946-T1
OG0006144	XANCAGTX0491_007577-T1	XANPAOZ2100_006945-T1
OG0006145	XANCAGTX0491_007578-T1	XANPAOZ2100_006944-T1
OG0006146	XANCAGTX0491_007580-T1	XANPAOZ2100_006942-T1
OG0006147	XANCAGTX0491_007581-T1	XANPAOZ2100_006941-T1
OG0006148	XANCAGTX0491_007582-T1	XANPAOZ2100_006940-T1
OG0006149	XANCAGTX0491_007583-T1	XANPAOZ2100_006939-T1
OG0006150	XANCAGTX0491_007584-T1	XANPAOZ2100_006938-T1
OG0006151	XANCAGTX0491_007585-T1	XANPAOZ2100_006937-T1
OG0006152	XANCAGTX0491_007586-T1	XANPAOZ2100_006936-T1
OG0006153	XANCAGTX0491_007587-T1	XANPAOZ2100_006935-T1
OG0006154	XANCAGTX0491_007588-T1	XANPAOZ2100_006934-T1
OG0006155	XANCAGTX0491_007590-T1	XANPAOZ2100_006932-T1
OG0006156	XANCAGTX0491_007591-T1	XANPAOZ2100_006931-T1
OG0006157	XANCAGTX0491_007592-T1	XANPAOZ2100_006930-T1
OG0006158	XANCAGTX0491_007595-T1	XANPAOZ2100_006927-T1
OG0006159	XANCAGTX0491_007596-T1	XANPAOZ2100_006925-T1
OG0006160	XANCAGTX0491_007598-T1	XANPAOZ2100_006924-T1
OG0006161	XANCAGTX0491_007599-T1	XANPAOZ2100_006923-T1
OG0006162	XANCAGTX0491_007600-T1	XANPAOZ2100_006922-T1
OG0006163	XANCAGTX0491_007601-T1	XANPAOZ2100_006921-T1
OG0006164	XANCAGTX0491_007602-T1	XANPAOZ2100_006920-T1
OG0006165	XANCAGTX0491_007605-T1	XANPAOZ2100_006916-T1
OG0006166	XANCAGTX0491_007606-T1	XANPAOZ2100_006915-T1
OG0006167	XANCAGTX0491_007607-T1	XANPAOZ2100_006914-T1
OG0006168	XANCAGTX0491_007609-T1	XANPAOZ2100_006912-T1
OG0006169	XANCAGTX0491_007610-T1	XANPAOZ2100_006911-T1
OG0006170	XANCAGTX0491_007611-T1	XANPAOZ2100_006910-T1
OG0006171	XANCAGTX0491_007612-T1	XANPAOZ2100_006909-T1
OG0006172	XANCAGTX0491_007613-T1	XANPAOZ2100_006908-T1
OG0006173	XANCAGTX0491_007614-T1	XANPAOZ2100_006907-T1
OG0006174	XANCAGTX0491_007615-T1	XANPAOZ2100_006906-T1
OG0006175	XANCAGTX0491_007616-T1	XANPAOZ2100_006905-T1
OG0006176	XANCAGTX0491_007619-T1	XANPAOZ2100_006904-T1
OG0006177	XANCAGTX0491_007623-T1	XANPAOZ2100_006899-T1
OG0006178	XANCAGTX0491_007625-T1	XANPAOZ2100_006901-T1
OG0006179	XANCAGTX0491_007626-T1	XANPAOZ2100_006902-T1
OG0006180	XANCAGTX0491_007627-T1	XANPAOZ2100_006898-T1
OG0006181	XANCAGTX0491_007628-T1	XANPAOZ2100_006897-T1
OG0006182	XANCAGTX0491_007629-T1	XANPAOZ2100_006895-T1
OG0006183	XANCAGTX0491_007630-T1	XANPAOZ2100_006894-T1
OG0006184	XANCAGTX0491_007633-T1	XANPAOZ2100_006891-T1
OG0006185	XANCAGTX0491_007634-T1	XANPAOZ2100_006890-T1
OG0006186	XANCAGTX0491_007636-T1	XANPAOZ2100_006888-T1
OG0006187	XANCAGTX0491_007638-T1	XANPAOZ2100_006887-T1
OG0006188	XANCAGTX0491_007639-T1	XANPAOZ2100_006886-T1
OG0006189	XANCAGTX0491_007640-T1	XANPAOZ2100_006885-T1
OG0006190	XANCAGTX0491_007642-T1	XANPAOZ2100_006884-T1
OG0006191	XANCAGTX0491_007643-T1	XANPAOZ2100_006883-T1
OG0006192	XANCAGTX0491_007644-T1	XANPAOZ2100_006881-T1
OG0006193	XANCAGTX0491_007645-T1	XANPAOZ2100_006880-T1
OG0006194	XANCAGTX0491_007646-T1	XANPAOZ2100_006879-T1
OG0006195	XANCAGTX0491_007647-T1	XANPAOZ2100_006877-T1
OG0006196	XANCAGTX0491_007648-T1	XANPAOZ2100_006876-T1
OG0006197	XANCAGTX0491_007649-T1	XANPAOZ2100_006875-T1
OG0006198	XANCAGTX0491_007650-T1	XANPAOZ2100_006874-T1
OG0006199	XANCAGTX0491_007651-T1	XANPAOZ2100_006872-T1
OG0006200	XANCAGTX0491_007652-T1	XANPAOZ2100_006871-T1
OG0006201	XANCAGTX0491_007654-T1	XANPAOZ2100_006869-T1
OG0006202	XANCAGTX0491_007655-T1	XANPAOZ2100_006868-T1
OG0006203	XANCAGTX0491_007658-T1	XANPAOZ2100_006866-T1
OG0006204	XANCAGTX0491_007659-T1	XANPAOZ2100_006865-T1
OG0006205	XANCAGTX0491_007660-T1	XANPAOZ2100_006864-T1
OG0006206	XANCAGTX0491_007664-T1	XANPAOZ2100_006861-T1
OG0006207	XANCAGTX0491_007665-T1	XANPAOZ2100_006860-T1
OG0006208	XANCAGTX0491_007666-T1	XANPAOZ2100_006859-T1
OG0006209	XANCAGTX0491_007667-T1	XANPAOZ2100_006858-T1
OG0006210	XANCAGTX0491_007668-T1	XANPAOZ2100_006857-T1
OG0006211	XANCAGTX0491_007669-T1	XANPAOZ2100_006856-T1
OG0006212	XANCAGTX0491_007670-T1	XANPAOZ2100_006855-T1
OG0006213	XANCAGTX0491_007671-T1	XANPAOZ2100_006854-T1
OG0006214	XANCAGTX0491_007674-T1	XANPAOZ2100_006852-T1
OG0006215	XANCAGTX0491_007675-T1	XANPAOZ2100_006851-T1
OG0006216	XANCAGTX0491_007677-T1	XANPAOZ2100_006850-T1
OG0006217	XANCAGTX0491_007680-T1	XANPAOZ2100_006849-T1
OG0006218	XANCAGTX0491_007681-T1	XANPAOZ2100_006848-T1
OG0006219	XANCAGTX0491_007682-T1	XANPAOZ2100_006847-T1
OG0006220	XANCAGTX0491_007683-T1	XANPAOZ2100_006846-T1
OG0006221	XANCAGTX0491_007684-T1	XANPAOZ2100_006845-T1
OG0006222	XANCAGTX0491_007685-T1	XANPAOZ2100_006844-T1
OG0006223	XANCAGTX0491_007686-T1	XANPAOZ2100_006843-T1
OG0006224	XANCAGTX0491_007687-T1	XANPAOZ2100_006842-T1
OG0006225	XANCAGTX0491_007689-T1	XANPAOZ2100_006840-T1
OG0006226	XANCAGTX0491_007691-T1	XANPAOZ2100_006838-T1
OG0006227	XANCAGTX0491_007693-T1	XANPAOZ2100_006836-T1
OG0006228	XANCAGTX0491_007694-T1	XANPAOZ2100_006835-T1
OG0006229	XANCAGTX0491_007695-T1	XANPAOZ2100_006834-T1
OG0006230	XANCAGTX0491_007696-T1	XANPAOZ2100_006833-T1
OG0006231	XANCAGTX0491_007697-T1	XANPAOZ2100_006832-T1
OG0006232	XANCAGTX0491_007698-T1	XANPAOZ2100_006831-T1
OG0006233	XANCAGTX0491_007699-T1	XANPAOZ2100_006830-T1
OG0006234	XANCAGTX0491_007700-T1	XANPAOZ2100_006829-T1
OG0006235	XANCAGTX0491_007701-T1	XANPAOZ2100_006828-T1
OG0006236	XANCAGTX0491_007704-T1	XANPAOZ2100_006826-T1
OG0006237	XANCAGTX0491_007705-T1	XANPAOZ2100_006825-T1
OG0006238	XANCAGTX0491_007706-T1	XANPAOZ2100_006824-T1
OG0006239	XANCAGTX0491_007707-T1	XANPAOZ2100_006823-T1
OG0006240	XANCAGTX0491_007709-T1	XANPAOZ2100_006822-T1
OG0006241	XANCAGTX0491_007710-T1	XANPAOZ2100_006821-T1
OG0006242	XANCAGTX0491_007711-T1	XANPAOZ2100_006820-T1
OG0006243	XANCAGTX0491_007712-T1	XANPAOZ2100_006819-T1
OG0006244	XANCAGTX0491_007713-T1	XANPAOZ2100_006818-T1
OG0006245	XANCAGTX0491_007714-T1	XANPAOZ2100_006817-T1
OG0006246	XANCAGTX0491_007715-T1	XANPAOZ2100_006816-T1
OG0006247	XANCAGTX0491_007716-T1	XANPAOZ2100_006815-T1
OG0006248	XANCAGTX0491_007717-T1	XANPAOZ2100_006814-T1
OG0006249	XANCAGTX0491_007718-T1	XANPAOZ2100_006813-T1
OG0006250	XANCAGTX0491_007719-T1	XANPAOZ2100_006812-T1
OG0006251	XANCAGTX0491_007720-T1	XANPAOZ2100_006811-T1
OG0006252	XANCAGTX0491_007722-T1	XANPAOZ2100_006810-T1
OG0006253	XANCAGTX0491_007723-T1	XANPAOZ2100_006809-T1
OG0006254	XANCAGTX0491_007724-T1	XANPAOZ2100_006808-T1
OG0006255	XANCAGTX0491_007726-T1	XANPAOZ2100_006806-T1
OG0006256	XANCAGTX0491_007727-T1	XANPAOZ2100_006805-T1
OG0006257	XANCAGTX0491_007728-T1	XANPAOZ2100_006804-T1
OG0006258	XANCAGTX0491_007729-T1	XANPAOZ2100_006803-T1
OG0006259	XANCAGTX0491_007732-T1	XANPAOZ2100_006801-T1
OG0006260	XANCAGTX0491_007733-T1	XANPAOZ2100_006800-T1
OG0006261	XANCAGTX0491_007736-T1	XANPAOZ2100_006796-T1
OG0006262	XANCAGTX0491_007737-T1	XANPAOZ2100_006795-T1
OG0006263	XANCAGTX0491_007738-T1	XANPAOZ2100_006794-T1
OG0006264	XANCAGTX0491_007740-T1	XANPAOZ2100_006792-T1
OG0006265	XANCAGTX0491_007741-T1	XANPAOZ2100_006791-T1
OG0006266	XANCAGTX0491_007742-T1	XANPAOZ2100_006790-T1
OG0006267	XANCAGTX0491_007743-T1	XANPAOZ2100_006789-T1
OG0006268	XANCAGTX0491_007745-T1	XANPAOZ2100_006787-T1
OG0006269	XANCAGTX0491_007746-T1	XANPAOZ2100_006786-T1
OG0006270	XANCAGTX0491_007748-T1	XANPAOZ2100_006784-T1
OG0006271	XANCAGTX0491_007750-T1	XANPAOZ2100_006782-T1
OG0006272	XANCAGTX0491_007751-T1	XANPAOZ2100_006781-T1
OG0006273	XANCAGTX0491_007753-T1	XANPAOZ2100_006779-T1
OG0006274	XANCAGTX0491_007756-T1	XANPAOZ2100_006776-T1
OG0006275	XANCAGTX0491_007757-T1	XANPAOZ2100_006775-T1
OG0006276	XANCAGTX0491_007758-T1	XANPAOZ2100_006774-T1
OG0006277	XANCAGTX0491_007759-T1	XANPAOZ2100_006773-T1
OG0006278	XANCAGTX0491_007760-T1	XANPAOZ2100_006772-T1
OG0006279	XANCAGTX0491_007762-T1	XANPAOZ2100_006768-T1
OG0006280	XANCAGTX0491_007764-T1	XANPAOZ2100_006766-T1
OG0006281	XANCAGTX0491_007765-T1	XANPAOZ2100_006765-T1
OG0006282	XANCAGTX0491_007766-T1	XANPAOZ2100_006764-T1
OG0006283	XANCAGTX0491_007767-T1	XANPAOZ2100_006763-T1
OG0006284	XANCAGTX0491_007768-T1	XANPAOZ2100_006762-T1
OG0006286	XANCAGTX0491_007793-T1	XANPAOZ2100_006739-T1
OG0006287	XANCAGTX0491_007798-T2, XANCAGTX0491_007798-T1	XANPAOZ2100_006735-T1
OG0006288	XANCAGTX0491_007800-T1, XANCAGTX0491_009333-T1	XANPAOZ2100_006733-T1
OG0006289	XANCAGTX0491_007812-T1	XANPAOZ2100_006725-T1
OG0006290	XANCAGTX0491_009898-T1, XANCAGTX0491_007816-T1	XANPAOZ2100_006719-T1
OG0006291	XANCAGTX0491_007817-T1	XANPAOZ2100_006717-T1
OG0006292	XANCAGTX0491_007819-T1, XANCAGTX0491_007819-T2	XANPAOZ2100_006715-T1
OG0006293	XANCAGTX0491_007840-T2, XANCAGTX0491_007840-T1	XANPAOZ2100_006698-T1
OG0006294	XANCAGTX0491_007845-T1	XANPAOZ2100_007649-T1
